Sentence,g_bias
Geet(calling out) Main do din mein vaapas aa jaoongi Roop,neutral
Main tujhe kal phone karoongi,neutral
"Aur  
tujhe meri kasam, kisi se kuch kehna mat",neutral
That makes Roop realize that she should tell everyone,female_bias
"She immediately turns back to the house  
and runs",female_bias
"Roop(screaming) Papa, chachaji, Geet bhaag rahi hai",neutral
Utho sab log,neutral
"Vikram, Satpal…
Aditya and Geet are on the road",neutral
"AdityaChalo, jaldi karo",neutral
They turn and run,neutral
"AdityaPlan kya hai?
GeetKayee options hain",neutral
"Aditya(surprised) Options?
GeetYa to hum railway station ja sakte hain, ya bus stand",neutral
"Aditya(intrigued) Aur vahan pahunchenge kaise?
GeetLet us see",neutral
Main road se autorickshaw mil sakta hai,neutral
Aditya(exasperated) Unbelievable,neutral
He stops running,male_bias
"GeetArey chalo…
Aditya(scolding) Ye tumhara plan hai? Shayad main road se rickshaw milega? Tumhein zara bhi akal  
hai ki nahin?
Geet(responding aggressively) Mujhe maloom tha kya ki Roop humein dekh legi? Ab ruke kyon hain,  
chalo…
AdityaRuko",neutral
"page : 60 
----------------------------------------------------------------------------------------------------He is looking towards the house",male_bias
The lights are coming on in the house,neutral
"GeetKya dekh rahe ho, chalo bhaago",neutral
She holds his hand and pulls,neutral
He holds her hand and pulls her towards the house,neutral
AdityaUdhar nahin idhar,neutral
She resists,female_bias
GeetMain vaapas nahin jaane waali,neutral
"AdityaDekh tu bahut rayta phaela chuki hai, ab main jaisa keh raha hoon, vaisa kar",neutral
He takes her hand and starts running towards the house,neutral
"Geet(running) Par vapas kyon ja rahe hain?
Aditya(running) Just run
He runs towards the gate, pulling her as she tries to argue",neutral
"GeetArey, magar…
He opens the gate, enters, closes the gate and runs along the boundary wall towards the backyard",male_bias
"Just then, the family members spill out into the front yard – Daljit, Kulmeet, Vikram, Satpal",neutral
"Roop is with  
Daljit, pointing out of the gate",neutral
RoopMain road ko bhaag rahe the,neutral
Daljit and the two young boys run towards the gate with Roop,neutral
"There is panic and shock and  
disbelief on all faces",neutral
Aditya and Geet reach the backyard,neutral
"Aditya(whisper) Yahan staircase hai, chat par jaane ke liye",neutral
"Geet(whisper) Chhat par kyon?
Aditya(impatient) Tu bataegi kahan hai? 
She leads him",neutral
They steal to the staircase,neutral
"{2 mins}
Sc # 37 Night, Exteriors
Bhatinda House – Front Yard, Terrace  
[A 1] 
 page : 61 
----------------------------------------------------------------------------------------------------Old Sikh enters the chaos in the front yard",neutral
Daljeet Singh is pacing back towards the porch,neutral
DaljeetVikram jeep nikaal,neutral
(to servant) Garage khol garage,neutral
The gardener is running towards the main road,neutral
Kulmeet crosses him,male_bias
"KulmeetDikhe kya?
DaljeetJayenge kahan? 
Kulmeet rushes to Roop",neutral
"KulmeetKahan dekha tha toone?
Geet's mother Jasbeer and two aunts come out",neutral
They are looking at everyone faces,neutral
"Old Sikh is  
standing in the center",neutral
"Jasbeer(to everyone) Kya hua? Haan? Kya hua? 
Dadaji(to everyone) Mujhe maloom tha",neutral
Kameene ko pehchaan liya tha maine,neutral
"Daljeet comes up, crossing in the other direction",neutral
Daljeet(to sexy) Mera wallet laana,neutral
Dadaji(continuing) Ek jhalak mein pata chal gaya tha ki dono ke beech kya chal raha hai,neutral
"Par tum log  
meri baat kahan sunte ho?
Sc # 37 Night, Exteriors
Bhatinda House – Front Yard, Terrace  
[B 1] 
Aditya is looking down from the terrace to the frontyard",neutral
Geet creeps up to him,male_bias
"page : 62 
----------------------------------------------------------------------------------------------------Geet(agitated whisper) Hum yahan kar kya rahe hain?
AdityaSh…
Then turns and kneels to the ground",neutral
AdityaRoop ne humein dekha road par bhaagte hue,neutral
"Ye jeep aur motorcycle se humein aaraam se pakad  
lete",neutral
"Abhi ye aur logon ko inform karenge, har jagah khojenge magar ghar ke andar  
nahin khojenge",neutral
"GeetHmm…
AdityaTo hum yahan wait karenge",neutral
"Aur sahi time par peeche ke gate se nikal kar doosri side waali taxi  
stand chale jayenge",neutral
"Geet is nodding, impressed",neutral
She comes close to whisper,female_bias
"GeetPhoto waali ke saath bhaagne ki planning bhi kee thi? 
He gives her a look, then looks down at the yard",neutral
"Sc # 37 Night, Exteriors
Bhatinda House – Front Yard, Terrace  
[A 2] 
The jeep is driving up from the garage",neutral
Geet's father is standing stunned,neutral
"His is still looking  
around, startled",male_bias
"KulmeetKaise? Vo aisa kaise kar sakti hai? 
 page : 63 
----------------------------------------------------------------------------------------------------Roop is coming back from the gate",neutral
The boys are running around,neutral
Chaos,neutral
"Sexy(giving wallet) Har baat bata deti thi ye baat kyon chipaya…
Daljeet(getting into jeep) Ye sab us kameene ka kaam hai – Aditya – saala makkar",neutral
"Usi ne Geet ka  
dimagh ganda kiya hai",neutral
"Sexy(intermittently) Ae ji… Zara samhaal kar… Zyada ghussa mat karo… Ji dekho
Daljeet(continuing) Hamaare saath aa ke raha, saath roti khayee… uski to main… Vo mil jay ek baar,  
zinda nahin chhodna hai use…  
SatpalHaan, maar daalenge",neutral
"Sc # 37 Night, Exteriors
Bhatinda House – Front Yard, Terrace  
[B 2] 
A motorcycle and the jeep leave at great speed towards the road",neutral
"Aditya, peeping down, shakes  
his head",male_bias
"He turns to Geet, sits",male_bias
"AdityaKahan mil raha hai vo – tumhara boyfriend?
GeetManali mein",neutral
"page : 64 
----------------------------------------------------------------------------------------------------AdityaVo tumhein lene Bhatinda nahin aa raha hai?
GeetActually us se baat nahin ho payee hai",neutral
"AdityaPlease, no… Please don't tell me ki us saale ko maloom hi nahin hai ki tum apne ghar se bhaag  
rahi ho",neutral
She shrugs,female_bias
He looks at her in disbelief,neutral
"Aditya(dead serious) Geet… Kya kar rahi ho? Kyon apni zindagi se khel rahi ho tum?
GeetKyonki ye mera favourite game hai – zindagi",neutral
"Tumhaara favourite kya hai? Badminton,  
football…? Main jaanti hoon – car racing, nahin?
He looks away, shakes his head",male_bias
AdityaGod,neutral
Mujhe lagta tha meri zindagi mein bahut problems hain,neutral
"Ab is problem se kaise nikloon  
main?
GeetBade selfish ho",neutral
Sirf apne baare mein soch rahe ho,neutral
"Aur main?
AdityaTum kya? Ye tumhaari zindagi hai, tumhaara plan hai, tum bhaag ke shaadi kar rahi ho, main  
kya kar rahi hoon yahan par? Ladki bhagaane ka saara risk mere sar pe hai, log  
qatal karne ke liye mujhe dhoondh rahe hain, aur mujhe ladki bhi nahin mil rahi?
GeetMaine kaha tha na Roop ke saath bhaag jao",neutral
He looks at her,neutral
She is smiling mischievously,female_bias
"Aditya(false smile) Bahut mazaa aa raha hai na? Haan? 
Sound of motorbike",neutral
Aditya turns and looks,neutral
"Sc # 37 Night, Exteriors
Bhatinda House – Front Yard, Terrace  
[A 3] 
Geet's cousin brother Satpal has returned on the motorbike",neutral
"He is with Kulmeet Singh near the  
gate",male_bias
Roop and Geet's mother are there too,neutral
"Geet's mother Jasbeer is weeping now, Roop is supporting  
her",female_bias
SatpalNahin mile,neutral
Chacha railway station gaye hain,neutral
"Poochne kaha hai ki police ko bataana  
hai? 
Jasbeer(to Kulmeet) Nahin ji, police ko nahin batana hai",neutral
"page : 65 
----------------------------------------------------------------------------------------------------Young Amrik runs in towards the gate",neutral
"A maid is rushing after him, calling out to him",male_bias
Maid(calling out) Amrik… Main papa ko bol doongi,neutral
"Kal school hai na, chalo sone",neutral
SatpalTheek hai tayaji,neutral
Main bus stand ja kar check karta hoon,neutral
KulmeetYe mera mobile le ja,neutral
"Sc # 37 Night, Exteriors
Bhatinda House – Front Yard, Terrace  
[B 3] 
Aditya is listening with concentration",neutral
Geet catches his arm,male_bias
GeetGhabrao mat Aditya,neutral
Sab theek ho jayega,neutral
Tum dekhna,neutral
"He turns and looks at her, shaking his head in disbelief",neutral
"AdityaTum mujhe console kar rahi ho? Main ek flight loonga aur is sab se bahut door chala jaoonga,  
tumhaara kya hoga? Jis tereh se tum apni life ko handle kar rahi ho, Geet, tum bahut  
bade problem mein pahns sakti ho",neutral
"Do you realize that? Sirf hansi, khel tamasha nahin  
hoti yaar life",neutral
Life mein serious hona hota hai,neutral
"page : 66 
----------------------------------------------------------------------------------------------------GeetTum to life mein bahut serious the Aditya",neutral
"Kya fayda hua? Bahut bade problem to tum bhi pahns  
gaye na? 
Aditya is stunned",neutral
He stares at her,neutral
"GeetAage kya hone waala hai, uspar kisi ka control to hai nahin",neutral
"To aise mein main vohi karti hoon  
jo mera dil kehta hai",neutral
"Kal ko main kisi aur ko blame nahin karna chahti ki ji tumhaari  
vajah se meri life kharaab ho gayee",neutral
"Meri life jo bhi hogi, mujhe pata hoga ki meri vajah  
se aisi hai",neutral
To I'll be happy,neutral
Aditya is staring at her,female_bias
"Unexpectedly, she is making all the sense to him",neutral
"She smiles, clutches  
his shoulder",neutral
"GeetFunda zyada ho gaya?
Aditya smiles, shakes his head",male_bias
She looks at him,neutral
"GeetYe jo waqt hai na jo hum abhi kaat rahe hain, yahan? Ye bahut achcha time hai",neutral
"Dekhna, aage  
chal kar hum is waqt ko yaad karenge, aur hansenge",neutral
"Aditya is looking at Geet, smile on face, internally mesmerized by her",female_bias
"{3 ½ mins}
Sc # 38 Night, Exteriors
Bhatinda Road, Crops, Taxi Stand
Dark crops at night",neutral
Aditya leads Geet out of them,neutral
They come to the road,neutral
"They move in the  
direction of the taxi stand",neutral
Geet stops,neutral
She looks back at the house she is leaving,female_bias
"Aditya notices, comes  
back to her",female_bias
Geet(looking at the house) Main bahut jaldi vaapas aa jaoongi,neutral
"Shaadi ka sign karte hi main  
Anshuman ke saath yahan aakar inke pairon pe gir jaoongi",neutral
"Daantenge, taane maarenge  
… phir maan jayenge",neutral
Aditya can see the taxis in the stand down the road,neutral
"AdityaChalo…
She looks at Aditya",female_bias
GeetSach batao,neutral
"Kya main theek kar rahi hoon? 
 page : 67 
----------------------------------------------------------------------------------------------------He looks at her",neutral
She is looking for a genuine answer,female_bias
Tum theek nahin kar rahi ho,neutral
She feels very weak at this point,female_bias
He takes a step closer to her,neutral
AdityaPar tum hi ne kaha tha – jab koi pyaar mein hota hai to sahi-ghalat nahin hota,neutral
All is fair,neutral
"Aur  
aaj agar main apni ma ko samajh sakta hoon, to ghabrao mat, kal tumhaare parents bhi  
tumhein samajh jayenge",neutral
"She looks at him, deeply pleased",neutral
"She leaps and hugs him, in excitement",neutral
"They run towards the  
taxi stand",neutral
Music of Song # 3 begins,neutral
"{1 ½ mins}
Song # 3
Day",neutral
The road climbs up and snow peaked mountains come into view,neutral
We are in the Himalayas,neutral
And Geet is on top of the world,neutral
Her dream is coming true,female_bias
She is going home to Anshuman,female_bias
"She wants to  
smell all the flowers and soak in the clouds",female_bias
"She wants to dance in the hill market-place, she wants to hug  
everybody on the street",female_bias
Aditya is looking at her go beserk,female_bias
"He is looking at her with the feeling that he  
will not be looking at her for long",neutral
He is missing her already,neutral
Geet sings the song,neutral
Geet does the dance,neutral
Geet changes clothes and shows the options to Aditya,neutral
Aditya watches,neutral
"{3 ½ mins}
 page : 68 
----------------------------------------------------------------------------------------------------Sc # 39 Day, Exteriors
Manali Mall
As the music of the song trails away, Geet is standing at the mall, looking at an open cafeteria  
down below",neutral
"Aditya is standing behind, looking at her",female_bias
She sights Anshuman,female_bias
"GeetVo dekho, Anshuman… (calling) Anshuman… Udhar dekh raha hai",neutral
"Chalo…
She turns to Aditya in full glee",female_bias
He is looking straight at her,neutral
AdityaBye,neutral
Geet pauses,neutral
"GeetKya?
AdityaHamesha aisi rehna",neutral
GeetArey us se mil to lo,neutral
"Aditya comes forward, holds her hand",female_bias
He looks at her to print her in his mind,neutral
AdityaGeet,neutral
He smiles,male_bias
"He leaves her hand and withdraws, looking at her",neutral
He waves to her,neutral
"She has  
understood that it is best for him to leave now",neutral
"page : 69 
----------------------------------------------------------------------------------------------------GeetBye",neutral
Take care,neutral
He takes a few steps backwards,male_bias
He turns and walks away,male_bias
"She looks at  
him go, then turns towards Anshuman",neutral
Aditya turns and looks at her,female_bias
She is running towards Anshuman,female_bias
Aditya turns back and smiles,neutral
He walks away,male_bias
"{1 ½ mins}
[1 hr 18 mins]
<Interval>
Second Half
Manali Montage 1
Picture postcard shots of Manali and the Himalayas",neutral
"{1/2 min}
Sc # 40 Day, Exteriors
Manali – Mall Area
In the last Manali Montage shot, one which looks at the mall area, Aditya walks up to the front  
and stands",neutral
He feels the mountain breeze on his face,male_bias
He turns and looks back,male_bias
Background music begins,neutral
"This will always be a part of his memory – these lanes, these forests and mountains, these clouds, this  
fragrance",male_bias
"He turns back, puts his bag on his shoulder and walks away",male_bias
"{1/2 min}
 page : 70 
----------------------------------------------------------------------------------------------------Sc # 41 Day, Interiors
Corporate Office – Banquet Hall
Around fifty of the top officials of the company are sitting at desks for the General Body Meeting",neutral
They are looking towards the front,neutral
Aditya walks up towards them,neutral
He is wearing semi-formal clothes,male_bias
He is looking at them,male_bias
"They are all looking disgruntled, especially the senior ones sitting in front",neutral
"Aditya reaches the  
group",neutral
He looks at them,male_bias
Raghav is standing on his side,male_bias
AdityaHi,neutral
"Group (OC)(without enthusiasm) Good morning, hello, etc",neutral
Aditya looks at the group,neutral
There is tension in the hall,neutral
"He looks at Raghav, looks back at the  
group",male_bias
"AdityaAap log mil kar mujhe peetne waale ho kya? 
Raghav and a few others are shocked",neutral
One or two people suddenly laugh in the audience,neutral
"The  
audience is now looking at him in amazement",male_bias
AdityaKyonki kaam maine pitne waala hi kiya hai,neutral
"(getting serious) Main jaanta hoon ki aap 
mein se har aadmi mujhse ghussa hai",neutral
"Aap soch rahe hain ki main achanak kahan chala  
gaya tha",neutral
"Aapko javaab dene ke liye Raghav aur maine ek bahut achchi kahaani banayi 
hai, absolutely convincing, magar aap logon ko dekh kar mujhe lagta hai – ki main sach  
hi
bol doon",neutral
Raghav is looking at Aditya in suspense,neutral
"page : 71 
----------------------------------------------------------------------------------------------------AdityaMain bhaag gaya tha… Bina plan kiye main is office se, is sheher se chala gaya",neutral
"Us waqt mujhe  
ye nahin pata tha ki kahan ja raha hoon, sirf ye maloom tha ki kya peeche chhod raha  
hoon – dad ki death ke baad company ke problems, meri mother ki legal notices, loans,  
girta hua stock… mere kuch personal issues… Mere dimagh ne kaam karna band kar  
diya aur bina soche, bina kisi ko bole, main yahan se nikal gaya, chalta raha aur… in  
short, main bhaag gaya",neutral
Raghav is looking at the group,neutral
They are looking at Aditya – intrigued and in full attention,neutral
"AdityaAur ye kuch din jo main baahar raha hoon – is duniya se door, anjaan logon mein – ismien  
maine seekh liya ki zindagi utni hi mushkil hoti hai jitni aap usey banaate ho",neutral
"To main  
vaapas aa gaya hoon, zindagi ko aasaan banaane –  apne liye, aur aapke liye",neutral
"Mujhe ab  
bhi nahin pata hai ki main kaun se methods use karoonga, magar ye pata hai ki ek  
maheene ke andar is company ki saari problems ko attack kar ke khatam kar doonga  
chahe mujhe kisi bhi extent tak jaana pade",neutral
"Is waqt mujhe aap ka saath chahiye, aur  
mera vaada hai, ki jab tak main zinda hoon main aapke saath hoon",neutral
"Aap mein se har ek  
ke saath 
khada hoon",neutral
Aap sab mere dad ko pyaar karte the,neutral
"Vo hain kaheen par, dekh rahe hain  
humein",neutral
"Unko dikha dete hain ki hum unki company ko vahan le jayenge jahan vo khud  
bhi soch nahin sakte the",neutral
Clapping resounds,neutral
Aditya looks at the gathering,neutral
The gathering stands and claps fervently,neutral
"(snip)
Raghav follows Aditya out of the door, looking at him in surprise",male_bias
Aditya turns to Raghav,neutral
AdityaAb main unse milne ko taiyyar hoon,neutral
Raghav understands,neutral
Nods,neutral
"{2 mins}
 page : 72 
----------------------------------------------------------------------------------------------------Sc # 42 Day, Interiors
Corporate Office – Conference Hall
Jaya Khanna",neutral
"She is sitting at the conference table, looking the other way",female_bias
"The setting is identical  
to Sc # 1",neutral
Only that Aditya is looking at his mother and she is looking the other way,neutral
"Lawyers, Raghav  
and the others are placed as they were in the first scene",neutral
Jaya's lawyer is talking,neutral
Lawyer 1(OC)Mrs Khanna does not want to entertain any settlement at this stage,neutral
"She is here only to  
honour the request for this meeting",female_bias
"Unka khayal hai ki Mr Aditya Kashyap ne  
bahut hi inappropriate tareeke se behave kiya hai",neutral
"Humne faisla kar liya hai ki  
is company par Mrs Khanna ke claims ka faisla ab court mein hi hoga",neutral
"Meanwhile, Aditya had lifted the paper in front, glanced through it",neutral
"Presently, he looks at the  
lawyer",male_bias
"Aditya Are you sure? 
Lawyer Ji?
AdityaYe hai claim, right? Aapki client ne mere father ke saath apni saari zindagi is company ko  
banaane mein laga dee",neutral
"Dono ne saath mein naukri chhodi, saath mein ek  
kamre ka office liya tha, aur saath kaam kar ke itna bada empire banaya",neutral
"Iske  
harjaane mein (showing paper) kya ye paanch item ka claim kaafi hai? 
Mrs Khanna is been looking at him in intrigue",male_bias
Everyone is surprised,neutral
Aditya Kyonki ko main ise sign karne ko taiyyar hoon,neutral
Raghav is looking at Aditya in anticipation,neutral
"Aditya keeps the paper down and turns to his  
mother",male_bias
Aditya Mrs Khanna,neutral
They are looking at each other,neutral
"page : 73 
----------------------------------------------------------------------------------------------------AdityaAapne, apni personal life mein, jo bhi kiya – apni family mein, apne ghar mein – uska is  
company se koi lena-dena nahin hai",neutral
"Uski vajah se main aapki zindagi bhar ki mehnat  
aapse nahin cheenoonga",neutral
"Ye company jitni meri hai, utni hi aapki hai",neutral
"Ismein aapki  
vohi jagah hogi – vohi power aur responsibility hogi – jo paanch saal pehli thi",neutral
She is looking at him,neutral
"AdityaIs that okay? 
Tears come to her eyes",female_bias
Aditya stands up,neutral
"AdityaRaghav, paperwork taiyyar kar do",neutral
I want to sign in one hour,neutral
"She stands, looking at him",neutral
AdityaWelcome back,neutral
She makes to move towards him,neutral
"She looks at him go, tears flowing  
from her eyes",neutral
"{1 ½ mins}
 page : 74 
----------------------------------------------------------------------------------------------------Sc # 43 Day, Interiors
Corporate Office – Corridor, Aditya's Chamber
Aditya walks out of the conference hall door",neutral
His secretary – Meher – is waiting for him,male_bias
"She  
walks down the corridor with him",neutral
He is thinking about the meeting with his mother,male_bias
MeherSir maine unko brief kar diya hai,neutral
They are asking for a week,neutral
"They are in your  
chamber",neutral
Aditya walks into his chamber with Meher,male_bias
"Two recruitment consultants in formal suits stand up  
on seeing him",male_bias
"Teen achche log chahiye mujhe apni personal team ke liye – three tigers – and we will take  
on the world",neutral
"Get me the best, I will give them the best",neutral
No one week,neutral
Two days,neutral
Bye,neutral
Raghav has entered,neutral
"The consultants say their goodbyes and are leaving as Aditya turns to  
Raghav",neutral
"AdityaRaghav, ye letter saare board members ko bhej do",neutral
Monday ko Board Meeting call kar raha hoon,neutral
"Mujhe unki shaklein dekhni hai jab unhein pata chalega ki mummy company mein  
vaapas aa gayee hai",neutral
The stage is set,neutral
We will crack them,neutral
"Aditya is signing the letters as Raghav walks up, looking at him suspiciously",male_bias
"There is fire in 
Aditya",neutral
"RaghavAddy
Aditya(turning in force) Hmm?
Raghav withdraws, pretends to be hit with the energy",neutral
"Aditya smiles, continues to sign",neutral
"AdityaKya hua?
RaghavYou tell me kya hua",neutral
"Manali gaye the, right? Jai baba bholenath kiya tha vahan?
AdityaCorrect",neutral
Yehi baat hai,neutral
RaghavKuch to baat hai,neutral
Aur baat serious hai,neutral
"Mujhe dar hai ki jis tarah se tum ja rahe ho, tum actually  
saari problems khatam kar doge yaar",neutral
"I mean aaj kal ek din mein itna kaam kar rahe ho  
 page : 75 
----------------------------------------------------------------------------------------------------jitna chhe maheene mein nahin kiya karte the",neutral
"What's wrong with you? Tumhien apni  
reputation ka khayaal hai ki nahin? Kya, ho kya gaya hai tumhein? Haan?
Aditya smiles, still working",neutral
Musical beats of Song # 4 have begun,neutral
"{1 mins}
[5 ½ mins]
Song # 4
Aditya walks down the office cubicles",neutral
Executives wish him,male_bias
"He walks into a room in his house, takes down a guitar case from a cupboard, opens the case,  
strums, starts playing a tune with the beats",male_bias
He goes into a reverie,male_bias
"A cottage in the mountains – picturesque, serene",neutral
"Aditya sings in his room, thinking about the mountains",male_bias
Geet comes out of the cottage,neutral
Aditya is singing in his room,male_bias
Geet walks down the path from the cottage,neutral
"She crosses Aditya, who is in her path in the hills,  
wearing his executive clothes and looking at her",female_bias
"Geet is buying vegetables at a market, drying clothes on  
a line, doing the traditional hill life chores wearing hill clothes",neutral
"Aditya is following her in the hills,  
singing",female_bias
Aditya walks towards a conference hall for an important meeting,neutral
"He makes to push the door  
open, then turns to see something",male_bias
"Geet is standing there in her traditional hill clothes, smiling at him",neutral
"Aditya pauses, looks at her with a smile",female_bias
"Aditya is in the important meeting, talking to the people across the table, Geet passes from  
behind those people, looking at him and singing",male_bias
"Aditya does not look at her but a smiles comes to his  
face",neutral
"So Aditya carries on with his life in the city and Geet follows him and Geet carries on her life in  
the hills and Aditya follows her",neutral
"Aditya's team is taking a lassi break as they are working late hours for the launch of a new  
product",neutral
"Aditya is sitting on a table top and singing the song to his colleagues who are sitting at cubicles  
and chairs and table-tops and looking at him",male_bias
The song ends,neutral
"{4 ½ mins}
 page : 76 
----------------------------------------------------------------------------------------------------Sc # 44 Night, Interiors
Banquet Hall
The product launch at the banquet hall",neutral
Aditya comes to the podium,neutral
"Mrs Khanna is standing  
behind, clapping",neutral
"Aditya looks at his mother, she wishes him luck from the distance",neutral
"AdityaFollowing up on the commitment to bring telecommunications closer to the people, Kashyap  
Industries presents its latest product – the country's first long distance calling card -  
Geet",neutral
Hum mien se un logon ke liye jinko zyada baat karne ki zaroorat hoti hai,neutral
"Aditya raises the paper pack, press starts clicking pictures",neutral
"Sc # 45 Night, Interiors
Bhatinda House - Hall
The TV is on",neutral
The product launch is being covered by a news channel,neutral
"Little Amrik is sitting in the room with his homework, sharpening his pencil, looking at the TV",male_bias
"Behind him Daljeet Singh is sitting with his middle brother and talking about some tractor that has to be  
repaired",male_bias
Aditya is holding the calling card pack and flashes are happening on him,male_bias
A journalist asks him,male_bias
"Journalist (on tv)Sir calling cards ka concept western countries mein to hota hai, khas kar ke India  
Calling Cards",neutral
"Par India ke andar calling cards ka vichaar aapko kaise aaya?
Aditya (on tv)Aap jaante hain ki hamara desh har din tarakki kar raha hai",neutral
"Aaj hum pehle se zyada  
cheezein afford kar sakte hain",neutral
"Watching this on TV, Amrik's eyes have narrowed and he has straightened up in intrigue",male_bias
"{1/2 min}
 page : 77 
----------------------------------------------------------------------------------------------------Sc # 46 Day, Int / Exteriors
Corporate Office – Façade,  
Foyer
The corporate office in Bombay from across the busy street",neutral
"Inside, Aditya climbs steps from the  
porch and enters the foyer with Raghav, followed by his secretary Meher and two other men in suits",male_bias
RaghavMain unki call ka wait kar raha hoon,neutral
"AdityaHum call kar dete hain unhein, doesn't matter",neutral
What matters is that our terms are met,neutral
"Meher,  
call Vikram Singhania, ask for a meeting tomorrow any time in the second half",neutral
Meher takes her phone out to call,female_bias
"Aditya(to Raghav) Merger zaroori hai, market pehle se bahut divided hai",neutral
"Aur unki expertise hai is field  
mein",neutral
"Bus contract aise banana hai ki… 
There are a few Sikhs sitting in the lobby",neutral
Aditya had glanced at them as he makes to cross,male_bias
"They  
stand up",neutral
One of them charges towards him and presently holds his collar,male_bias
DaljeetKameene,neutral
Toone socha tha bach jayega,neutral
"Meher, who was talking to the Sighania's office screams",neutral
Raghav intervenes,neutral
"Raghav(calling) Guards
Aditya sees that this is Geet's angry chacha, Daljeet Singh",neutral
"That is her father, Kulmeet Singh  
and that is her sister Roop",female_bias
He looks back at Daljeet,male_bias
"DaljeetHum kabhi dhoondh nahin paayenge tujhe? Haan? 
The uncle's hands are deftly taken away from Aditya's collar by security guards",neutral
"He is spun  
around and a baton is placed on his neck",male_bias
All this before Aditya asks them to stop,neutral
"Aditya(to guards) Ruko, ruko… 
He goes to lift Daljeet",male_bias
Aditya(to guards) Chhodo,neutral
(to Daljeet) Very sorry chachaji,neutral
"Please… 
He tries to lift Daljeet",male_bias
Raghav is looking at the scene in intrigue,neutral
"Roop and Geet's father have  
rushed to the uncle",neutral
Aditya looks towards them,neutral
AdityaSat Sri Akaal ji,neutral
(to Roop) Hi,neutral
"Daljeet(pulling his hand away) Kahan hai vo? Geet kahan hai?
 page : 78 
----------------------------------------------------------------------------------------------------Aditya looks at Daljeet is intrigue",male_bias
Daljeet (OC)Dekh kya rahe ho javaab do,neutral
"{1 min}
Sc # 47 Day, Interiors
Corporate Office – Parlour
Aditya's face as he looks at Daljeet Singh, Kulmeet Singh and Roop",male_bias
"Roop and Kulmeet are  
sitting",neutral
Aditya is standing,neutral
Daljeet is standing opposite and charging at him,male_bias
Daljeet (OC)Usko yahan bulao,neutral
Humein us se baat karni hai,neutral
AdityaChachaji Geet yahan nahin hai,neutral
"DaljeetTo kahan hai?
AdityaVo mere saath nahin hai",neutral
"DaljeetOye bas kar yaar, khatam kar ye drama",neutral
"Train par mile the hum dono, hain? Kal ke pehle to ek  
doosre ko jaante bhi nahin the",neutral
"Manjeet ne humein sab bata diya – jo usne tum dono ko  
dekha tha",neutral
Roop ne dekha hai tujhe Geet ko bhagaate huye,neutral
"Aur ab bhi tu samajhta hai  
hum maan jayenge ki vo tere saath nahin hai? Hum kya gaddhe hain? 
AdityaChachaji, ek minute meri…
DaljeetPhone uthao, usko bulao yahan",neutral
AdityaMain jaanta hoon ki aap logon par aisa impression pada hai ki Geet aur main… saath hai,neutral
"Magar  
hum saath nahin hain",neutral
Kabhi nahin the,neutral
"DaljeetAur jo toone uske naam se vo Calling Card launch kiya hai? Geet? Saari duniya ke saamne  
announce kiya hai toone",neutral
"AdityaVo is liye nahin ki…
Kulmeet holds Aditya's hand",neutral
"Kulmeet(compassionate) Dekho beta, main samjhta hoon ki Geet dari hui hai",neutral
"Hamaare saamne nahin  
aana chahti",neutral
"Daljeet(background, simultaneously) Humein to samajh hi nahin aata kuch",neutral
"Akal kahan hai humein?
KulmeetUsne tumhien mana kiya hoga",neutral
Par bete jo hona tha vo ho gaya,neutral
"Ab hum tumhaari shaadi ko  
kabool karne ko taiyyar hain",neutral
"Tum baat samajh rahe ho?
RoopAap Geet ko bolna ki main keh rahi thi",neutral
Sab log aapko accept karenge,neutral
"KulmeetNau maheene ho gaye, uski koi khabar nahin",neutral
"Tumhein andaaza hai hum kis daur se guzre hain?  
Javaan ladki",neutral
Hum do baar Bambai aa kar gaye,neutral
Daljeet(background) Apna naam bhi ghalat bataya tha toone – Aditya Kumar,neutral
"Humein gumraah karne  
ke liye",neutral
"KulmeetEk phone nahin kar sakte the ki vo theek hai? Itna bhi haq nahin banta hamaara?
 page : 79 
----------------------------------------------------------------------------------------------------Daljeet(background) Saari planning pehle se kee hui thi…
AdityaUncle yakeen keejiye",neutral
Geet nahin hai mere saath,neutral
Kulmeet Singh looks at him,male_bias
KulmeetTo phir kahan hai? Dekho,neutral
usey kuch ho to nahin gaya na,neutral
matlab ki,neutral
"kuch aisi baat hai to vo  
bhi bata do",neutral
"AdityaNahin, nahin",neutral
Aisi koi baat nahin hai,neutral
Vo bilkul theek hai,neutral
"RoopAapko kaise pata?
DaljeetHaan, agar vo tere saath nahin hai to tujhe kaise pata vo theek hai?
AdityaMujhe… pata hai",neutral
Aditya looks at Kulmeet,neutral
KulmeetHum us se milna chahte hain beta,neutral
Aditya(decides) Theek hai,neutral
DaljeetMatlab vo tere saath hai,neutral
AdityaVo abhi Bombay mein nahin hai,neutral
"DaljeetHai to vo tere saath hi na?
AdityaFilhaal out of station hai",neutral
Magar main use le kar ke Bhatinda aaoonga,neutral
"DaljeetWaah, kamaal hai",neutral
"Hum yakeen kar lein? 
Aditya(to Daljeet) Ji",neutral
Yakeen keejiye,neutral
(to Kulmeet) Uncle main Geet ko aapke ghar le kar aoonga,neutral
"KulmeetKab?
AdityaDus din ke andar",neutral
DaljeetHum aise jaane waale nahin hain,neutral
